document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,Why does Cap'n Bill go with Trot to the land of the mermaids?,He is loyal,loyalty to Trot,Why does Cap'n Bill go with Trot to the land of the mermaids ?,He is loyal,loyalty to Trot
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What is the name of the magician that captures trot and cap'n bill?,zog,Zog,What is the name of the magician that captures trot and cap'n bill ?,zog,Zog
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What does zog do with the sailors he has captured?,he enslaves them,He holds them prisoner.,What does zog do with the sailors he has captured ?,he enslaves them,He holds them prisoner .
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,Mayre griffiths has a nickname what is it?,tiny trot,Trot.,Mayre griffiths has a nickname what is it ?,tiny trot,Trot .
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,Who was tiny trots constant companion?,cap'n bill weedles,Cap'n Bill was her companion.,Who was tiny trots constant companion ?,cap'n bill weedles,Cap'n Bill was her companion .
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,Who does tiny trot make a wish to see?,a mermaid,A mermaid.,Who does tiny trot make a wish to see ?,a mermaid,A mermaid .
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What is wrong with cap'n bill's leg?,it is wooden,he lost his leg in an accident and has a wooden leg,What is wrong with cap'n bill s leg ?,it is wooden,he lost his leg in an accident and has a wooden leg
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,"The octopus in the story was upset to learn he was a symbol, for what?",standard oil company,Standard Oil,"The octopus in the story was upset to learn he was a symbol , for what ?",standard oil company,Standard Oil
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What type of hybrid is zog?,"man, animal and fish","Man, animal, and fish",What type of hybrid is zog ?,"man , animal and fish","Man , animal , and fish"
8fd8d776e178272a36766df5b6971d4b5dda9d86,test,What finally defeated zog?,the forces of good,the forces of good,What finally defeated zog ?,the forces of good,the forces of good
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Where was Josie waiting for Sam arrive to kiss her?,Middle of the baseball field,In the middle of a baseball field.,Where was Josie waiting for Sam arrive to kiss her ?,Middle of the baseball field,In the middle of a baseball field .
90c5a4e276e3f9dec41d7be579052b9327f56197,test,"When Josie was in high school the first time, what type of person was she?",A geek,A geek,"When Josie was in high school the first time , what type of person was she ?",A geek,A geek
90c5a4e276e3f9dec41d7be579052b9327f56197,test,How did Aldys help Josie when Josie enrolled in high school for the second time?,Befriended her and invited her to join the Denominators,She becomes friend with Josie and invites her to join her group of friends,How did Aldys help Josie when Josie enrolled in high school for the second time ?,Befriended her and invited her to join the Denominators,She becomes friend with Josie and invites her to join her group of friends
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Who is voted and crowned Prom Queen near the end of the story?,Josie,Josie,Who is voted and crowned Prom Queen near the end of the story ?,Josie,Josie
90c5a4e276e3f9dec41d7be579052b9327f56197,test,What act made Josie break her crown and reveal her true identity?,The mean girls tried to dump dog food over Aldys as she dances with Guy.,Mean girls attempting to throw dog food on Aldys,What act made Josie break her crown and reveal her true identity ?,The mean girls tried to dump dog food over Aldys as she dances with Guy .,Mean girls attempting to throw dog food on Aldys
90c5a4e276e3f9dec41d7be579052b9327f56197,test,How does Rob help Josie?,Rob enrolls in high school again and helps bring Josie into the popular crowd.,He brings her into the popular kids circle,How does Rob help Josie ?,Rob enrolls in high school again and helps bring Josie into the popular crowd .,He brings her into the popular kids circle
90c5a4e276e3f9dec41d7be579052b9327f56197,test,How does Sam react to his feelings for Josie?,Sam struggles.,He feels they are inappropriate because he's a teacher and he thinks she's an actual student,How does Sam react to his feelings for Josie ?,Sam struggles .,He feels they are inappropriate because he s a teacher and he thinks she s an actual student
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Why does Rob get mad at Josie after the prom?,Josie told everyone Rob was going through high school again.,He had a second chance at baseball,Why does Rob get mad at Josie after the prom ?,Josie told everyone Rob was going through high school again .,He had a second chance at baseball
90c5a4e276e3f9dec41d7be579052b9327f56197,test,How do all of Josie's coworkers become obsessed in her new high school life?,The coworkers watch what is happening on a hidden camera.,Watching through the camera,How do all of Josie s coworkers become obsessed in her new high school life ?,The coworkers watch what is happening on a hidden camera .,Watching through the camera
90c5a4e276e3f9dec41d7be579052b9327f56197,test,What is Josie's job at the Chicago Sun Times?,Copy editor,She is a copy editor,What is Josie s job at the Chicago Sun Times ?,Copy editor,She is a copy editor
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Where does Josie Geller work?,Chicago Sun Times,The Chicago Sun Times,Where does Josie Geller work ?,Chicago Sun Times,The Chicago Sun Times
90c5a4e276e3f9dec41d7be579052b9327f56197,test,What did job did Josie get assigned to do?,To go undercover at a high school.,She has to go undercover at a high school for an article to inform parents about their kids.,What did job did Josie get assigned to do ?,To go undercover at a high school .,She has to go undercover at a high school for an article to inform parents about their kids .
90c5a4e276e3f9dec41d7be579052b9327f56197,test,What happens on Josie's first day of school?,She has a run in with three popular girls.,She has a horrible day but meets a friend,What happens on Josie s first day of school ?,She has a run in with three popular girls .,She has a horrible day but meets a friend
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Who ask Josie to join a group?,Aldys,Aldys,Who ask Josie to join a group ?,Aldys,Aldys
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Who does Josie have a crush on?,Her teacher Sam Coulson.,Sam Coulson,Who does Josie have a crush on ?,Her teacher Sam Coulson .,Sam Coulson
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Where do Guy and his friends hangout?,The Court,The Court,Where do Guy and his friends hangout ?,The Court,The Court
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Who does Gus demand Josie become friends with?,The popular kids,The popular kids,Who does Gus demand Josie become friends with ?,The popular kids,The popular kids
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Who helps draw Josie into the cool crowd?,Her brother Rob.,Rob,Who helps draw Josie into the cool crowd ?,Her brother Rob .,Rob
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Why does Josie get mad and throw her crown at prom?,The means girls try to dump dog food on Aldys.,The boy she was suppose to go to the prom with showed up with another girl and they threw eggs at her and yelled insults.,Why does Josie get mad and throw her crown at prom ?,The means girls try to dump dog food on Aldys .,The boy she was suppose to go to the prom with showed up with another girl and they threw eggs at her and yelled insults .
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Where does Josie say she stand and wait for Sam to kiss her?,In the middle of the baseball field.,In the middle of a baseball field,Where does Josie say she stand and wait for Sam to kiss her ?,In the middle of the baseball field .,In the middle of a baseball field
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Why does Josie get assigned to go undercover at a high school?,to help parents become more aware of their child's lives,to help parents become more aware of their child's life,Why does Josie get assigned to go undercover at a high school ?,to help parents become more aware of their child s lives,to help parents become more aware of their child s life
90c5a4e276e3f9dec41d7be579052b9327f56197,test,What are the Denominators?,a group of intelligent students,Group of intelligent students,What are the Denominators ?,a group of intelligent students,Group of intelligent students
90c5a4e276e3f9dec41d7be579052b9327f56197,test,What reminds Josie of the horrible prom incident from her high school days?,reciting Shakespeare to her teacher,reading a poem in class,What reminds Josie of the horrible prom incident from her high school days ?,reciting Shakespeare to her teacher,reading a poem in class
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Where is it that Josie discovers the students participate in underage drinking and promiscuity?,The Court,The Court,Where is it that Josie discovers the students participate in underage drinking and promiscuity ?,The Court,The Court
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Why does Rob sign up at the same high school as Josie?,to help her come out of her shell,To help Josie become popular,Why does Rob sign up at the same high school as Josie ?,to help her come out of her shell,To help Josie become popular
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Who gets elected as prom queen?,Josie,Josie,Who gets elected as prom queen ?,Josie,Josie
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Why does Josie throw away her crown and reveal who she is?,because the mean girls tried to dump dog food on Aldys,The popular kids are mean to Aldys,Why does Josie throw away her crown and reveal who she is ?,because the mean girls tried to dump dog food on Aldys,The popular kids are mean to Aldys
90c5a4e276e3f9dec41d7be579052b9327f56197,test,What job does Josie help to secure for Rob?,a coach,A coaching job.,What job does Josie help to secure for Rob ?,a coach,A coaching job .
90c5a4e276e3f9dec41d7be579052b9327f56197,test,What does Josie admit when she writes her story?,She's never been kissed,She's never been kissed,What does Josie admit when she writes her story ?,She s never been kissed,She s never been kissed
90c5a4e276e3f9dec41d7be579052b9327f56197,test,Where does Josie wait for Sam to kiss her?,middle of the baseball field,In the middle of a baseball field,Where does Josie wait for Sam to kiss her ?,middle of the baseball field,In the middle of a baseball field
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,What was James Stewart arrested for?,Being involved with the Appin murder,Complicity in the Appin murder.,What was James Stewart arrested for ?,Being involved with the Appin murder,Complicity in the Appin murder .
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,What island is the Bass Rock on?,Firth of Fourth,It is an island in the Fifth of Forth.,What island is the Bass Rock on ?,Firth of Fourth,It is an island in the Fifth of Forth .
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,What is the name of the woman that David falls in love with?,Catriona MacGregor Drummond,Catriona MacGregor Drummond,What is the name of the woman that David falls in love with ?,Catriona MacGregor Drummond,Catriona MacGregor Drummond
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,What is David studying in Holland?,Law,law,What is David studying in Holland ?,Law,law
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,What is the name of the school David is attending?,University of Leyden,Leyden,What is the name of the school David is attending ?,University of Leyden,Leyden
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,Whose inheritence did David get?,His Uncle Ebenezer,"His own, from his uncle",Whose inheritence did David get ?,His Uncle Ebenezer,"His own , from his uncle"
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,"Where do Alan, David and Catriona run away too?",Paris,Paris,"Where do Alan , David and Catriona run away too ?",Paris,Paris
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,How does Jame More die?,From an illness,from an illness,How does Jame More die ?,From an illness,from an illness
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,Where do David and Catriona wind up living?,Scotland,Scotland,Where do David and Catriona wind up living ?,Scotland,Scotland
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,What does Alan scold David about?,women,not knowing about women,What does Alan scold David about ?,women,not knowing about women
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,Why does David go to William Grant?,To press the case for James Stewart's innocence.,to get justice for James Stewart,Why does David go to William Grant ?,To press the case for James Stewart s innocence .,to get justice for James Stewart
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,How long was David confined on Bass Rock?,Hes was confined until the trial ended and James was sentenced to death.,until the trail ended,How long was David confined on Bass Rock ?,Hes was confined until the trial ended and James was sentenced to death .,until the trail ended
9bfa931a5513a490a9cc14f4c5062f5edfbc0f32,test,What did David do at the University of Leyden?,He studied law.,study law,What did David do at the University of Leyden ?,He studied law .,study law
